Customer_ID,Age,Gender,Tenure,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Churn
fb448830-1e20-4846-bb6a-83580ce54d79,61,Female,1,74088.55,665,16386.41,4,1,0
17a7b891-d63a-4cd9-b81e-7cbacd579f6a,22,Female,10,2791.61,733,136487.38,1,0,0
3d02d651-1bc4-45f1-ae99-9bda25a8a5a7,39,Female,4,104054.71,672,20697.39,1,1,0
569afa1b-91e8-43cb-a3e9-93c3ac827207,38,Female,2,156872.26,410,46691.63,1,1,0
615a4363-0bf8-46a7-8f96-26bb8cfa6bcb,60,Male,5,11393.22,885,23297.17,4,0,0
3c431615-1c90-4900-9973-1e57ededbff8,40,Male,3,18690.82,409,125241.45,1,0,1
19d10898-3fc0-4f9c-b881-725cdea5d45e,44,Male,9,77309.76,679,38382.14,1,0,0
bb3119df-be77-4118-8c02-e2e9ed384959,20,Female,10,117149.95,399,135987.4,4,0,0
3bf885ee-b9a2-48f7-b90d-3805812c2cb7,44,Female,5,147381.97,842,33345.85,4,0,0
1811d06b-80d0-4727-8229-5c5ebd2bf201,50,Female,1,160948.68,695,49423.18,3,0,0
3cdf5bc4-cacc-42ee-92dd-4929d2ed10c0,31,Male,3,46909.2,558,137858.18,4,1,0
74eb5669-9439-4619-964c-57832465fa45,18,Female,8,40444.67,324,110729.42,2,0,1
eff63cc3-633c-4836-9175-3d07d3e2ff99,63,Male,2,27549.3,436,65226.13,1,0,1
30ea351e-2aad-4103-a0e1-78cc1dbbb210,40,Male,0,148745.89,487,40831.27,3,0,0
289f21c2-4a00-463e-925f-d582d9fc86f5,39,Male,7,103701.74,647,114095.37,2,0,0
63fbfa5c-c41a-465d-a00b-0b459df68ace,40,Female,8,94935.29,895,130296.51,1,1,0
b689d89e-dd29-4820-9530-3e7b29b44695,31,Female,6,18494.4,350,47436.09,2,1,0
a6744eb2-1357-481d-8dc6-b70e5eab37a8,38,Female,7,178527.75,669,25774.67,2,1,0
06c6eac9-2e44-4efc-80cb-5afa42910e06,63,Female,10,176003.69,768,115837.28,2,1,0
9878a859-360f-4277-be3c-fd5538bcc703,47,Female,4,183012.44,524,37935.01,2,0,0
f9d36b39-e3f8-405e-92ee-34b6508f6904,44,Male,6,161202.95,859,127883.16,1,1,0
37c9f976-d48c-4105-8527-e2490c21d11f,55,Male,4,104193.23,786,122450.61,4,0,0
acf38723-1d42-475d-abea-7e7051d98cdf,18,Male,4,118124.21,884,148220.84,4,1,0
92571295-22ad-4c90-8024-749db1793653,52,Male,6,101740.4,432,125586.22,1,0,0
283ae75c-1800-4477-9df4-01ba815a269e,61,Male,8,88455.95,711,88108.53,1,0,0
78ffcccf-7e16-48f8-ac40-092e5b1dabd8,66,Female,10,143286.46,606,46808.8,4,1,0
104efa54-933f-4e14-b5f1-82273ca7fd35,44,Female,10,57535.51,487,39271.71,1,0,0
1561e440-1edc-4be6-aa5f-f86a43bf7457,66,Female,9,127698.26,814,137175.76,1,1,0
03af45b8-75dc-4cf2-8bc0-90033d5dc02f,64,Female,1,15960.0,621,41795.12,3,0,0
ba264fd1-0041-4baa-bdd7-733b50479987,54,Female,8,173257.29,546,114626.81,2,0,0
e073c457-580a-4d24-8454-5cc74cbc7b1b,62,Male,10,21568.39,702,26076.98,1,1,0
f4a980fb-f487-491f-a31e-2eac00c06d13,22,Female,10,155715.78,320,128710.9,4,1,0
072d2dd1-bdb4-40fb-898d-5f7d763613f8,64,Male,3,90963.83,696,69680.03,2,1,0
eba45d68-7aa1-4271-91a3-5686f14863a9,57,Female,4,184713.97,808,116079.72,2,0,0
d580e1f3-6ef1-4cc6-96b6-09ecb573f819,32,Female,6,126117.53,872,133394.95,4,1,0
495627aa-2753-4822-98a1-2aa7afc35d9c,52,Female,10,18685.84,421,60203.16,2,1,0
7de31900-e49c-4ad0-ab7d-f04eea723960,49,Female,2,121807.36,839,89563.47,3,1,0
4b334e8b-5398-4552-8118-f797992e3d2a,54,Female,5,152380.61,716,146826.08,1,1,0
8cf68325-9bfd-4d17-89cb-d318a7cfbcac,55,Female,0,109238.41,525,26296.41,3,0,0
c57dd871-0daf-47f5-b19f-3a6b70b4cb28,70,Female,9,158729.98,665,15787.04,2,0,0
484edcf0-28aa-4d40-aae2-61e12e6a6431,21,Male,7,123240.47,796,60880.44,4,1,0
4b43d685-b0b9-46a9-9b1e-ee669b872531,46,Female,3,58967.71,870,113189.96,4,0,0
245c2b42-3657-43c6-aa41-1d57c4d63854,68,Female,6,105095.61,320,149132.41,2,1,0
80bbfe4c-46c0-47fc-903d-8f635a3ebd89,57,Female,7,169851.9,769,113450.56,2,1,0
00ac2477-d699-4e2f-bfae-ea935e7e0b26,63,Male,0,165820.57,352,82330.91,2,0,0
26e0b3e9-bd5c-47f7-b636-daf9ef37aa90,66,Female,1,177267.99,763,99829.88,1,1,0
f988b51a-be3d-48c1-a2f3-e36e045323e7,27,Female,0,117002.01,871,41631.26,2,0,0
1d528db7-4eb1-489f-9d67-356034f84410,64,Female,8,101183.24,677,148068.83,1,1,0
40fb1a72-c784-4a4a-bd07-3b94fda5e88d,41,Female,2,7258.16,854,83945.06,2,1,0
f6913c0a-2146-4d57-b56b-48ad183b1b41,53,Male,5,16796.67,433,111431.07,4,0,1
7278eed8-9046-4333-be1d-f1d07de7e782,20,Female,4,139546.02,311,143896.72,1,1,0
fd577970-5c6f-4cbe-9538-6ec59e9369c5,62,Female,10,45042.35,750,55787.55,3,0,0
38430843-9193-42f9-8514-faeeb7fbacfb,52,Male,7,73694.52,315,129048.23,4,0,0
eca61bfd-7660-4e8c-a735-7c9de4df6c73,37,Female,4,131945.84,442,82201.65,1,0,0
7f43531b-a066-448f-9f81-9e88abcbb568,28,Female,5,39953.82,552,44203.44,1,0,0
4f1411d2-d852-464d-8966-e9788a3d7d03,35,Male,1,26592.25,455,105040.89,4,1,0
7f827915-cd93-4eaf-a456-28db311f96c8,48,Male,2,50624.38,837,90705.95,2,0,0
30e51836-5418-4355-a950-412db407127a,42,Male,5,71125.67,400,140001.96,2,1,0
b5dd036c-57a4-41fe-b5d1-22ef8b547ffb,42,Female,10,73963.58,751,49912.89,2,1,0
e99ee8f2-187f-42f9-a84c-d7d28c9bd8dc,33,Male,7,116572.61,887,21029.95,2,0,0
e051ccf5-32cb-466f-8a36-d1a2857431c9,67,Male,2,192219.89,541,144330.06,3,1,0
15af83ff-b1aa-4a0c-a3eb-e2e909ae309c,34,Male,6,152750.21,753,10115.59,1,0,0
160e148e-1296-4e20-aca6-daa07a1a0c68,59,Female,4,96093.98,855,100365.89,3,1,0
f3d7ec36-1837-4ef0-9c41-a35dab302c3b,27,Female,5,188897.58,702,46768.69,1,0,0
cc16fbe0-7e5e-4971-b895-3230d040452d,68,Female,2,50017.75,420,17548.12,4,0,0
aa5ffa2e-2bb9-4d25-b0cb-395e6e47518f,63,Female,7,67842.46,590,39163.58,2,1,0
3f7bc738-33ac-4da5-9ae1-eb9d9c626ae4,45,Male,5,111019.72,402,25036.9,2,0,0
2343b547-e442-477d-bc27-90b0d75a2fff,18,Male,1,106865.25,639,51734.68,4,0,0
62e07c53-b4d1-4936-8d57-3346044ae61c,20,Female,7,34670.39,413,29632.61,4,0,1
1f603077-4cfc-49fa-8146-11c0ac569753,31,Female,5,150193.23,398,139117.24,1,0,0
42118e93-dfff-4fa7-935b-8311287c0b91,70,Female,10,71480.9,860,102398.58,3,1,0
2d52eedf-a7da-419a-b7d9-0923ce62bb7a,52,Female,0,161341.86,378,140783.05,3,0,0
cdf827e6-7adb-4ccf-b220-ab89d42999bb,59,Male,0,13794.6,807,110592.46,1,0,0
e328d7d3-6e41-4663-8324-af8a81dbba29,20,Male,0,19937.39,546,86206.75,3,0,0
58899527-d3bb-4986-8a23-45dd3a583bad,66,Male,7,64476.2,542,15541.92,3,1,0
a38afa48-bdb8-4914-848b-e4f462deb4e5,59,Male,10,108277.18,363,48056.23,4,1,0
fd789f0a-4036-4cc4-a7e1-181c4c188ee9,62,Female,4,155963.61,456,111535.34,1,0,0
d22f5b17-061b-4bb5-a33d-8d0ec1acac04,65,Male,8,60092.99,610,50310.83,2,1,0
bafcb3a8-35af-4b8b-b940-ea6edab547db,58,Female,5,171683.98,530,45113.2,1,1,0
1ddcf4fe-c812-46cc-90e9-4b9a37938dfb,25,Female,4,162301.48,353,74624.35,2,0,0
2e7dae15-b809-423e-9c36-9ae13360a8fc,61,Male,5,182761.93,783,75180.77,2,0,0
a8393b51-9969-40d1-8981-86b9d86d1a64,26,Female,0,131438.46,737,63297.77,2,0,0
84ad1156-fed0-43c8-8adb-18441c214c43,37,Female,9,28980.61,722,88303.46,4,1,0
96e01fa5-4ce0-455b-8d5d-e6b0bb522122,56,Male,6,52742.44,740,47183.71,4,0,0
e94403a3-29f3-4607-b43d-d30ca84a7d96,27,Female,6,100100.59,320,63760.35,3,0,0
4e979f46-d41a-425e-b959-c6aa4d5d9fe5,60,Male,4,6807.86,687,113122.13,3,0,0
3b71483a-f63a-424b-89ec-4e218f9a7661,51,Male,1,78737.4,831,17990.16,4,0,0
19750a9e-f34a-414b-879c-3ef061ec6b10,40,Male,0,116399.44,353,107199.4,1,1,0
74608891-f651-427a-9b98-6baca14cc9c5,53,Female,1,149476.46,439,131567.78,4,1,0
9cc561ae-583b-4683-832f-5805cba42790,62,Male,2,117181.2,500,88939.11,1,0,0
df0233b5-0d3a-4c92-bbba-8856265d58fc,44,Female,1,36307.24,647,37477.57,3,0,0
4c8a69e6-4bbe-4ab6-b82f-6dcf30f40fa4,25,Female,8,164489.8,420,76436.89,3,1,0
102ec1e1-fa1a-42b5-a556-168ade2bdab3,57,Male,3,146786.0,350,41530.92,2,1,0
5fee9f43-a870-472a-aeb5-d534309b8498,40,Female,1,10038.71,692,47514.56,1,1,0
a95088cc-c03a-4ca4-a94f-9f1625a9f52c,56,Female,2,58231.51,328,137108.09,4,0,0
971a4b86-3ad2-4d01-8c06-89c6b1f34a2d,33,Male,3,19173.79,764,66483.03,2,1,0
c0a89014-9e24-4ab8-810f-5a75a379e7c1,65,Female,0,47134.88,387,121770.25,4,1,0
9d814a9a-a846-442f-ad6c-6da3741a8849,30,Male,0,161249.56,415,41094.56,1,1,0
6b2754fe-0d2c-4eba-8cb1-0aa641240663,36,Male,6,948.66,446,130116.01,3,0,1
9bea7b50-a434-40b2-a7ad-6cf4612229b0,40,Male,2,103861.46,588,103270.69,4,0,0
53e0a4d8-ce69-4d29-ac79-53f6735f42d1,64,Female,7,21008.5,397,98954.31,4,1,0
b7862f22-cc85-47f0-b66b-feb8dc917377,25,Male,2,75522.45,459,29926.92,4,0,0
a300dd46-c870-4ca2-b89d-244a241c7969,30,Female,10,179619.63,699,36582.59,1,1,0
bad9dfa2-867a-4506-9d5d-c01cf1066ab2,28,Male,9,179725.44,446,110113.08,1,1,0
727687fd-c7c7-464d-ab05-b158146eded5,69,Male,1,100963.86,511,37960.59,2,1,0
fd0291cf-f1bd-42d8-ab08-59f90ab00cf7,44,Female,0,448.47,633,92565.46,3,1,0
884a738a-7bd6-41fb-83eb-2085e2c51bb8,36,Male,5,119200.91,348,120490.53,4,0,0
782f1423-b879-4151-9db5-2f4e7d7d5f8e,20,Female,8,20067.31,489,71700.22,4,0,1
48693d72-e8e0-413b-906a-4d6e9eeabe87,25,Female,7,98522.23,700,122033.65,3,1,0
f216b2fd-e4a0-4cc6-a77f-5d76f010198f,21,Female,4,101641.97,499,125588.12,1,0,0
b6d0b066-c42a-46f9-88ea-48a6aef97c1a,28,Male,8,13538.16,582,39847.72,3,1,0
b89b072c-b1f7-4513-92d0-96f3b65fed02,29,Female,10,117730.2,367,144119.55,1,1,0
6575579e-ff1a-4158-bbe2-4b5e56880a10,56,Male,0,98228.27,626,143191.3,1,1,0
191d819c-6c3a-4dc6-ba3f-1a52dd0e1448,26,Female,4,39902.23,433,83778.4,2,0,1
0cece929-40d9-4401-b591-ddb35c878e68,18,Male,5,61107.85,303,136223.32,2,0,0
175946a4-633b-4d71-846f-0dee6e31da95,68,Male,1,134906.35,801,38515.36,2,0,0
2578b42a-3e73-4d9e-a4f7-8463d607da18,20,Male,10,8961.5,568,105855.14,1,1,0
5b619001-1745-4f4d-8336-1966bc924c20,34,Female,7,177300.93,897,57127.34,2,0,0
e1181df8-887e-4bf7-bd5a-071edd208c2c,20,Female,1,189894.98,451,76550.02,1,0,0
906bb493-f176-4d85-bf6b-3360f70f8924,21,Male,8,30851.59,543,54245.13,4,0,0
9767c737-a7e5-473e-a7c6-77b4063534b6,70,Female,7,1739.48,593,37922.58,2,0,0
4ad8d5cc-0004-49cc-9289-7cf1b77bd40a,57,Male,2,43078.41,786,149019.19,3,1,0
e9965eb1-400d-47b7-a8b6-009f88d53f91,62,Male,3,31713.04,463,97664.3,3,1,0
84eef230-9d36-460c-85cf-95ad6f75c535,21,Female,5,87771.08,882,112943.95,1,1,0
0b8de878-c8e2-45ef-af71-2f62888d1cd7,31,Female,6,56692.46,348,64029.17,2,0,0
2c46a0f8-f2bd-4a8a-acfe-5761c1913425,69,Female,2,61927.03,324,98491.16,1,0,0
a4b20bee-4a0e-4cf5-93ef-28f8d2ab156d,60,Female,9,51781.19,784,50979.03,3,0,0
c82fa4d0-68e9-4e66-b442-837998c53727,35,Male,6,174190.72,580,43106.14,2,0,0
b9fb4b4e-2c81-451e-8bd4-86f55bd0cd72,39,Male,2,113041.25,502,31266.79,1,1,0
54ecd53d-ad0a-468f-ada7-dc983573a340,65,Male,4,7585.14,557,145017.79,4,0,0
0cc89b12-f2ea-4c16-a6d8-6b96b767197a,44,Male,5,159544.5,825,32665.88,2,0,0
b240a4a7-e849-43a1-93e2-6e017204c414,48,Male,5,68793.58,473,69240.59,3,0,0
5e4ebe07-3b89-4f09-b729-5b7d5206fbe3,54,Female,9,196989.32,542,101218.74,1,0,0
99a99c50-86b1-438b-a8b6-16d1c10df119,51,Female,2,161111.07,331,56215.97,2,0,0
0b405296-5087-4c5a-9edd-6b749bf6a971,47,Male,4,141336.33,342,130072.18,1,0,0
010e394d-6f8e-422d-b4e7-07b065a0656b,65,Female,6,196864.68,885,117235.67,1,1,0
897f7b05-4625-4d46-8af4-b21cca54bc46,32,Male,10,153018.71,327,50461.17,3,1,0
451c953b-5f79-400e-bab0-f9a0114d0200,53,Female,8,40174.71,709,36530.47,2,0,0
5a8838f0-05af-4c5b-8c63-f3ff687568e8,68,Female,9,194769.79,604,11309.13,4,0,0
a7d89eb4-8bc0-430b-83ae-e9b52421cd14,46,Male,0,126686.38,837,15806.73,1,1,0
83fd49c1-6f51-4e85-9837-e9fb4a2c1748,29,Female,6,87143.02,774,53184.87,1,1,0
a9d12306-eed7-40fd-bc8a-47657372bfe8,68,Female,0,127743.98,810,149196.74,3,0,0
b2f88275-9072-4ab2-bdb0-43f6ce783694,20,Female,2,5639.51,329,27515.79,3,1,0
456ae2df-82ee-4dd2-8028-a672c3d7f7f6,67,Male,2,82064.03,529,50045.39,2,0,0
0f0a9a0e-e61d-48b5-92a2-73a13f507ab6,23,Female,3,24894.46,776,38288.61,1,0,0
328a1cb5-233e-4be2-9576-69ed65202c13,51,Male,2,63775.04,887,75660.27,4,0,0
e10fc7a7-c8c6-4867-9a3e-34d059102f96,68,Female,4,58209.7,654,25302.97,1,1,0
e2f29df2-88ad-4c10-a240-95421460a08b,70,Male,0,105383.73,305,46081.21,2,0,0
f006d90e-57d9-4568-8267-b6e15ff087af,41,Male,9,182170.43,883,71451.82,4,1,0
cd6ede61-ac52-4a14-9d16-239b72a16f2c,22,Male,6,176538.23,673,72378.91,3,0,0
4061564b-b276-426d-a188-e664f400caac,56,Female,5,48858.71,808,60070.45,2,0,0
c3766595-16b7-4ae2-b7bc-fce766d94fd8,66,Male,6,146165.41,558,147391.66,1,0,0
5e85eead-47a2-4b4b-b03e-41ce4893835d,19,Female,10,33598.3,743,37119.73,2,0,0
8cb61285-1f0d-4645-9dd1-8d7fa6dca676,38,Male,0,156393.88,565,113183.36,1,1,0
aac5edf5-9b98-4f6d-bd6f-c038a65c61ce,32,Female,6,184972.87,773,75033.28,4,1,0
af42ad08-d6d8-4f5d-b811-0dbe9a8d1e9b,35,Male,10,6239.03,302,34628.58,4,1,0
369c7d37-59df-4da4-8f47-dc092b5d9cc0,58,Female,8,152677.72,452,90914.93,2,0,0
66d1cf88-010a-4797-9093-abfcf0cb60c4,39,Female,5,70395.29,585,105350.33,4,0,0
039635d8-18a1-4c23-8cd0-6b2c0e023d9c,64,Male,10,11520.79,749,72295.83,2,1,0
a8cc45fa-1845-4c40-9817-e26ac1c8468a,18,Male,5,154366.52,767,101236.53,4,1,0
1b47cad7-156c-41dc-8c8a-b9d6345b8d72,26,Male,1,128260.66,728,69331.23,4,1,0
04b7a34d-e55b-4abd-a20b-0c6507f9c3eb,19,Female,7,33881.65,868,91826.59,4,0,0
b083c6ab-414e-45e3-9dfb-1db67dc0023c,58,Male,7,123593.65,559,132947.61,1,1,0
66d4621a-4711-4a5c-ac66-f215667a2155,56,Female,0,60109.99,657,131413.55,2,0,0
f89d397f-90fd-4f9f-b74d-34134872b09c,49,Male,6,153051.17,600,137590.81,1,1,0
cb32b9ba-e39f-4031-8acc-4ef9f859e408,46,Male,10,196008.44,348,37004.32,3,0,0
a66907d9-4f1a-4e4e-95d3-55f42de159d7,70,Male,9,81266.51,871,111459.71,3,1,0
0a930a88-9ffc-4e0d-8ce4-05c87e4fbd4e,29,Female,5,141755.71,800,103747.12,2,1,0
f9b0a6e1-0532-4310-904d-d94189244023,37,Male,1,91317.82,575,128790.45,4,1,0
f9a865a4-428b-4bf3-8746-a29b1fbfff33,60,Male,8,86883.65,536,30056.06,4,1,0
7aba9dfe-c366-4ef9-b6e0-b1e63abdbfb8,28,Male,8,80311.44,667,32525.68,1,1,0
f3c5e794-25d1-4ab7-a3af-b6f875dac88b,69,Female,0,129551.85,738,58600.34,1,0,0
f79242fc-f528-49a6-836a-af1921a844c4,37,Female,1,81292.39,300,74341.08,1,0,0
8ca0e7fd-d80b-4121-84f5-10121ee1d519,69,Female,7,99696.47,472,144933.52,2,1,0
8ed2600f-39b4-4108-ae46-4afb436e595d,69,Female,4,75665.68,311,90859.84,2,1,0
61837bd4-0cc8-4526-a5e6-0a6b129f844b,37,Male,5,121833.67,629,104366.44,3,1,0
6ed7370c-430b-4bad-ad17-2b84048d2cdf,51,Male,5,192836.38,895,135366.41,4,1,0
9d9d1aa7-5082-4d8c-9cda-4262d4e5fafc,63,Male,10,174382.77,399,142237.06,3,0,0
bae54a12-3cc1-4ecc-9134-a4c67c9445b3,52,Male,7,26386.78,601,76086.02,3,0,0
6468f496-81aa-4af7-ab98-cec63d1ee7f6,66,Female,2,43003.63,431,84500.99,2,0,1
0e7c8624-5b92-428f-a7dc-f1041acb6d86,64,Male,3,115487.84,327,144722.53,1,1,0
c377c892-aa76-457e-bbdb-6a96b48bf84a,34,Female,1,70104.22,602,79790.29,4,1,0
834f4a01-1a1d-46c4-8063-e2d97aef24c1,41,Male,5,19947.72,480,49051.02,1,0,1
6d55b1ff-3ba9-4ded-afe1-32af86c214c4,18,Female,6,163041.84,500,40308.27,1,1,0
2fb3a668-caa3-4753-9f81-077767790f47,18,Female,7,118090.16,812,130606.25,2,1,0
77ad5fa4-9674-4401-a470-6336d2ec0f1c,32,Male,9,182721.62,557,98460.71,3,0,0
a2d2970f-98a8-4d80-864b-b505cf74530c,41,Male,0,71861.99,839,18766.74,4,1,0
4180f28f-3b05-4900-8864-7d2a09108ed8,31,Male,5,164017.43,818,136780.6,1,1,0
d2dca8e8-060f-4e70-94f4-bec596e47106,60,Female,8,126568.85,368,26037.66,4,1,0
711546fd-02a4-4abd-aa40-7c1eee8e20aa,61,Female,2,13196.56,557,63470.49,3,1,0
3719f535-333d-487c-b812-7e57857f03c3,56,Female,3,14971.49,467,111614.97,2,1,0
b9242eb4-7399-4ed6-b7e3-18f8f4710311,57,Female,5,153436.16,483,19463.04,1,1,0
6851e137-d8e4-4542-a285-ad547f4fcc52,28,Male,1,143747.54,888,18108.73,2,0,0
7c57a629-f725-4b70-a56b-b5064a64b590,47,Male,0,23861.88,615,56110.68,2,0,0
9d998a18-275c-4cee-9312-e3a941329a3c,29,Female,3,18585.22,852,75518.86,3,1,0
8fee98f2-954d-4616-a33a-0f783a2d5c6a,27,Female,4,118267.86,589,21339.66,4,0,0
c6c414d3-9f2d-4f38-a245-a25fe8c64fca,35,Female,8,2013.37,694,19085.6,4,1,0
111c0eca-ecf9-456a-90d1-e8afa3bd6e40,45,Male,3,168381.58,332,38519.9,3,1,0
b313e884-6eea-46a2-8fad-a60335545a78,51,Male,4,151947.38,398,82150.34,1,1,0
6d46de4e-13c0-48c3-94a4-5ce86a1a0fe3,64,Male,9,13823.43,567,31292.8,4,0,0
5ee90a7f-0531-45e7-a33f-3d6b6d4bb396,30,Female,9,173685.91,413,134666.23,4,0,0
1d726af7-77db-481b-8e16-fbaef60c5c30,44,Male,4,28168.73,616,68833.35,3,1,0
a73f7d0a-daf7-4a5f-9a41-179aab560a45,31,Female,7,100270.12,323,17046.96,2,0,0
